survey_id,dataset,variable,val_raw,value,notes,Questions,varcode,analysis
KEN2008DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
KEN2008DHS,ir,sexbehav_marital,9,missing,,,,sexbehav
KEN2011MICS,bh,bh_child_alive,1,Yes,1,,,birth_history
KEN2011MICS,bh,bh_child_alive,2,No,0,,,birth_history
KEN2011MICS,bh,bh_child_alive,9,Missing,,,,birth_history
KEN2011MICS,bh,bh_child_alive,0,Missing,,,,birth_history
KEN2011MICS,bh,bh_child_sex,1,male,1,,,birth_history
KEN2011MICS,bh,bh_child_sex,2,female,2,,,birth_history
KEN2011MICS,bh,bh_child_sex,9,missing,,,,birth_history
KEN2011MICS,bh,bh_child_sex,0,Missing,,,,birth_history
LBR2007DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
LBR2007DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
LBR2007DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
LBR2007DHS,ir,sexbehav_marital,9,missing,,,,sexbehav
LSO2004DHS,mr,circ_status,0,no,0,,,circ
LSO2004DHS,mr,circ_status,1,yes,1,,,circ
LSO2004DHS,mr,circ_status,9,missing,,,,circ
LSO2004DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
LSO2004DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
LSO2004DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
LSO2004DHS,ir,sexbehav_marital,9,missing,,,,sexbehav
LSO2009DHS,mr,circ_age,96,during childhood (<5 years),,,,circ
LSO2009DHS,mr,circ_age,98,don't know,,,,circ
LSO2009DHS,mr,circ_where,1,health facility,medical,,,circ
LSO2009DHS,mr,circ_where,2,home of a health worker/ professional,traditional,,,circ
LSO2009DHS,mr,circ_where,3,intiation school,traditional,,,circ
LSO2009DHS,mr,circ_where,4,other,traditional,,,circ
LSO2009DHS,mr,circ_where,8,don't know,,,,circ
LSO2009DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
LSO2009DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
LSO2009DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
LSO2016PHIA,phia,circ_where,1,medical,medical,,,circ
LSO2016PHIA,phia,circ_where,2,traditional,traditional,,,circ
LSO2016PHIA,phia,circ_where,3,both,,,,circ
LSO2016PHIA,phia,circ_where,-8,don't know,,,,circ
LSO2016PHIA,phia,circ_where,-9,refused to answer,,,,circ
MDG2004DHS,mr,circ_status,0,no,0,,,circ
MDG2004DHS,mr,circ_status,1,yes,1,,,circ
MDG2004DHS,mr,circ_status,9,missing,,,,circ
MLI1996DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
MLI1996DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
MLI1996DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
MLI1996DHS,ir,sexbehav_marital,9,missing,,,,sexbehav
MLI2001DHS,ir,circ_status,0,no,0,,,circ
MLI2001DHS,ir,circ_status,1,yes,1,,,circ
MLI2001DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
MLI2001DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
MLI2001DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
MLI2001DHS,ir,sexbehav_marital,9,missing,,,,sexbehav
MLI2006DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
MLI2006DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
MLI2006DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
MOZ1997DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
MOZ1997DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
MOZ1997DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
MOZ2003DHS,mr,circ_status,0,no,0,,,circ
MOZ2003DHS,mr,circ_status,1,yes,1,,,circ
MOZ2003DHS,mr,circ_status,8,don't know,,,,circ
MOZ2003DHS,mr,circ_status,9,missing,,,,circ
MOZ2003DHS,mr,circ_age,97,inconsistent,,,,circ
MOZ2003DHS,mr,circ_age,98,don't know,,,,circ
MOZ2003DHS,mr,circ_who,1,traditional method,traditional,,,circ
MOZ2003DHS,mr,circ_who,2,medical method,medical,,,circ
MOZ2003DHS,mr,circ_who,8,don't know,,,,circ
MOZ2003DHS,mr,circ_who,9,missing,,,,circ
MOZ2009AIS,ir,circ_who,10,health professional,medical,,,circ
MOZ2009AIS,ir,circ_who,11,doctor,medical,,,circ
MOZ2009AIS,ir,circ_who,12,trained nurse / midwife,medical,,,circ
MOZ2009AIS,ir,circ_who,16,other health professional,medical,,,circ
MOZ2009AIS,ir,circ_who,20,traditional,traditional,,,circ
MOZ2009AIS,ir,circ_who,21,"traditional \circumciser\""""",traditional,,,circ
MOZ2009AIS,ir,circ_who,22,traditional birth attendant,traditional,,,circ
MOZ2009AIS,ir,circ_who,26,other traditional,traditional,,,circ
MOZ2009AIS,ir,circ_who,98,don't know,,,,circ
MOZ2009AIS,ir,circ_who,99,missing,,,,circ
MOZ2009AIS,ir,sexbehav_marital,0,never married,0,,,sexbehav
MOZ2009AIS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
MOZ2009AIS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
MOZ2009AIS,ir,sexbehav_marital,9,missing,,,,sexbehav
MWI2000DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
MWI2000DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
MWI2000DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
MWI2004DHS,mr,circ_status,0,no,0,,,circ
MWI2004DHS,mr,circ_status,1,yes,1,,,circ
MWI2004DHS,mr,circ_status,9,missing,,,,circ
MWI2004DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
MWI2004DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
MWI2004DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
MWI2004DHS,ir,sexbehav_marital,9,missing,,,,sexbehav
MWI2010DHS,mr,circ_who,1,traditional practitioner/ ngaliba/ anankungwi,traditional,,,circ
MWI2010DHS,mr,circ_who,2,family/ friend,traditional,,,circ
MWI2010DHS,mr,circ_who,3,health worker/ health professional,medical,,,circ
MWI2010DHS,mr,circ_who,4,religious leader,traditional,,,circ
MWI2010DHS,mr,circ_who,6,other,traditional,,,circ
MWI2010DHS,mr,circ_who,8,dk,,,,circ
MWI2010DHS,mr,circ_who,9,missing,,,,circ
MWI2010DHS,mr,circ_where,1,health facility,medical,,,circ
MWI2010DHS,mr,circ_where,2,home of a health worker/health professional,traditional,check how this should be coded,,circ
MWI2010DHS,mr,circ_where,3,own home,traditional,,,circ
MWI2010DHS,mr,circ_where,4,another home,traditional,,,circ
MWI2010DHS,mr,circ_where,5,simba,traditional,,,circ
MWI2010DHS,mr,circ_where,8,dk,,,,circ
MWI2010DHS,mr,circ_where,9,missing,,,,circ
MWI2010DHS,mr,circ_age,95,during childhood (<5),,,,circ
MWI2010DHS,mr,circ_age,98,don't know,,,,circ
MWI2010DHS,mr,circ_age,99,missing,,,,circ
MWI2010DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
MWI2010DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
MWI2010DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
NAM2000DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
NAM2000DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
NAM2000DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
NAM2000DHS,ir,sexbehav_marital,9,missing,,,,sexbehav
NAM2006DHS,mr,circ_who,1,traditional healer,traditional,,,circ
NAM2006DHS,mr,circ_who,2,health professional,medical,,,circ
NAM2006DHS,mr,circ_who,8,don't know,,,,circ
NAM2006DHS,mr,circ_who,9,missing,,,,circ
NAM2006DHS,mr,circ_age,1,below age 13 (infant/ child),,,,circ
NAM2006DHS,mr,circ_age,2,13-19 years old,,,,circ
NAM2006DHS,mr,circ_age,3,20 or more years old,,,,circ
NAM2006DHS,mr,circ_age,9,missing,,,,circ
NAM2017PHIA,phia,circ_where,1,health care faciity,medical,,,circ
NAM2017PHIA,phia,circ_where,2,home of a health worker / professional,medical,,,circ
NAM2017PHIA,phia,circ_where,3,home,traditional,,,circ
NAM2017PHIA,phia,circ_where,4,ritual site,traditional,,,circ
NAM2017PHIA,phia,circ_where,5,other,traditional,,,circ
NAM2017PHIA,phia,circ_where,-8,don't know,,,,circ
NAM2017PHIA,phia,circ_where,-9,refused to answer,,,,circ
NAM2017PHIA,phia,circ_who,1,"DOCTOR, CLINICAL OFFICER, OR NURSE",medical,,,circ
NAM2017PHIA,phia,circ_who,2,TRADITIONAL PRACTITIONER / CIRCUMCISER,traditional,,,circ
NAM2017PHIA,phia,circ_who,3,MIDWIFE,traditional,check how this should be coded,,circ
NAM2017PHIA,phia,circ_who,4,FAMILY/FRIEND,traditional,,,circ
NAM2017PHIA,phia,circ_who,96,OTHER,traditional,,,circ
NAM2017PHIA,phia,circ_who,-8,DONÕT KNOW,,,,circ
NAM2017PHIA,phia,circ_who,-9,REFUSED,,,,circ
NER1998DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
NER1998DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
NER1998DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
NGA2003DHS,ir,circ_status,0,no,0,,,circ
NGA2003DHS,ir,circ_status,1,yes,1,,,circ
NGA2003DHS,ir,circ_status,8,don't know,,,,circ
NGA2003DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
NGA2003DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
NGA2003DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
NGA2008DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
NGA2008DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
NGA2008DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
NGA2016MICS,mn,circ_who,11,Doctor,medical,,,circ
NGA2016MICS,mn,circ_who,12,Nurse/Midwife,medical,,,circ
NGA2016MICS,mn,circ_who,16,Other health professional,medical,,,circ
NGA2016MICS,mn,circ_who,21,Traditional circumciser,traditional,,,circ
NGA2016MICS,mn,circ_who,22,Traditional birth attendant,traditional,,,circ
NGA2016MICS,mn,circ_who,26,Other traditional person,traditional,,,circ
NGA2016MICS,mn,circ_who,98,DK,,,,circ
NGA2016MICS,mn,circ_who,99,Missing,,,,circ
RWA2000DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
RWA2000DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
RWA2000DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
RWA2000DHS,ir,sexbehav_marital,9,missing,,,,sexbehav
RWA2005DHS,mr,circ_status,0,no,0,,,circ
RWA2005DHS,mr,circ_status,1,yes,1,,,circ
RWA2005DHS,mr,circ_status,9,missing,,,,circ
RWA2005DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
RWA2005DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
RWA2005DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
RWA2005DHS,ir,sexbehav_marital,9,missing,,,,sexbehav
RWA2008DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
RWA2008DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
RWA2008DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
RWA2008DHS,ir,sexbehav_marital,9,missing,,,,sexbehav
SEN1997DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
SEN1997DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
SEN1997DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
SEN1997DHS,ir,sexbehav_marital,9,missing,,,,sexbehav
SEN2005DHS,mr,circ_age,95,during infancy,,,,circ
SEN2005DHS,mr,circ_age,98,dk,,,,circ
SEN2005DHS,mr,circ_age,99,missing,,,,circ
SEN2005DHS,ir,circ_status,0,no,0,,,circ
SEN2005DHS,ir,circ_status,1,yes,1,,,circ
SEN2005DHS,ir,circ_status,9,missing,,,,circ
SEN2005DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
SEN2005DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
SEN2005DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
SEN2005DHS,ir,sexbehav_marital,9,missing,,,,sexbehav
SEN2017DHS,ir,sexbehav_condom,0,no,0,,,sexbehav
SEN2017DHS,ir,sexbehav_condom,1,yes,1,,,sexbehav
SEN2017DHS,ir,sexbehav_condom,8,don't know,,,,sexbehav
SLE2008DHS,ir,circ_who,10,health professional,medical,,,circ
SLE2008DHS,ir,circ_who,11,doctor,medical,,,circ
SLE2008DHS,ir,circ_who,12,trained nurse / midwife,medical,,,circ
SLE2008DHS,ir,circ_who,16,other health professional,medical,,,circ
SLE2008DHS,ir,circ_who,20,traditional,traditional,,,circ
SLE2008DHS,ir,circ_who,21,"traditional \circumciser\""""",traditional,,,circ
SLE2008DHS,ir,circ_who,22,traditional birth attendant,traditional,,,circ
SLE2008DHS,ir,circ_who,26,other traditional,traditional,,,circ
SLE2008DHS,ir,circ_who,98,don't know,,,,circ
SLE2008DHS,ir,circ_who,99,missing,,,,circ
SLE2008DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
SLE2008DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
SLE2008DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
SWZ2006DHS,mr,circ_age,1,below age 13 (infant/ child),,,,circ
SWZ2006DHS,mr,circ_age,2,13-19 years old,,,,circ
SWZ2006DHS,mr,circ_age,3,20 or more years old,,,,circ
SWZ2006DHS,mr,circ_age,9,missing,,,,circ
SWZ2006DHS,mr,circ_who,1,traditional healer,traditional,,,circ
SWZ2006DHS,mr,circ_who,2,health professional,medical,,,circ
SWZ2006DHS,mr,circ_who,8,don't know,,,,circ
SWZ2006DHS,mr,circ_who,9,missing,,,,circ
SWZ2010MICS,mn,circ_age,0,infant/baby,,,,circ
SWZ2010MICS,mn,circ_age,99,Missing,,,,circ
SWZ2010MICS,mn,circ_status,1,Yes,1,,,circ
SWZ2010MICS,mn,circ_status,2,No,0,,,circ
SWZ2010MICS,mn,circ_status,9,Missing,,,,circ
SWZ2010MICS,mn,sexbehav_age,0,Never had intercourse,0,,,sexbehav
SWZ2010MICS,mn,sexbehav_age,95,First time when started living with partner,,,,sexbehav
SWZ2010MICS,mn,sexbehav_age,97,inconsistent,,,,sexbehav
SWZ2010MICS,mn,sexbehav_age,98,DK,,,,sexbehav
SWZ2010MICS,mn,sexbehav_age,99,Missing,,,,sexbehav
SWZ2010MICS,mn,sexbehav_condom,1,Yes,1,,,sexbehav
SWZ2010MICS,mn,sexbehav_condom,2,No,0,,,sexbehav
SWZ2010MICS,mn,sexbehav_condom,9,Missing,,,,sexbehav
SWZ2010MICS,mn,sexbehav_relationship,1,spouse,1,,,sexbehav
SWZ2010MICS,mn,sexbehav_relationship,2,Cohabiting partner,2,,,sexbehav
SWZ2010MICS,mn,sexbehav_relationship,3,Girlfriend,3,,,sexbehav
SWZ2010MICS,mn,sexbehav_relationship,4,Ex-girlfriend,4,,,sexbehav
SWZ2010MICS,mn,sexbehav_relationship,5,casual acquaintance,5,,,sexbehav
SWZ2010MICS,mn,sexbehav_relationship,6,commercial sex worker,6,,,sexbehav
SWZ2010MICS,mn,sexbehav_relationship,96,Other,,,,sexbehav
SWZ2010MICS,mn,sexbehav_relationship,99,Missing,,,,sexbehav
SWZ2010MICS,mn,sexbehav_other1,1,spouse,1,,,sexbehav
SWZ2010MICS,mn,sexbehav_other1,2,Cohabiting partner,2,,,sexbehav
SWZ2010MICS,mn,sexbehav_other1,3,Girlfriend,3,,,sexbehav
SWZ2010MICS,mn,sexbehav_other1,4,Ex-girlfriend,4,,,sexbehav
SWZ2010MICS,mn,sexbehav_other1,5,casual acquaintance,5,,,sexbehav
SWZ2010MICS,mn,sexbehav_other1,6,commercial sex worker,6,,,sexbehav
SWZ2010MICS,mn,sexbehav_other1,96,Other,,,,sexbehav
SWZ2010MICS,mn,sexbehav_other1,99,Missing,,,,sexbehav
SWZ2010MICS,mn,sexbehav_partner_num,99,Missing,,,,sexbehav
TCD2004DHS,mr,circ_status,0,no,0,,,circ
TCD2004DHS,mr,circ_status,1,yes,1,,,circ
TCD2004DHS,mr,circ_status,9,missing,,,,circ
TGO1998DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
TGO1998DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
TGO1998DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
TGO1998DHS,ir,sexbehav_sti,0,no,0,,,sexbehav
TGO1998DHS,ir,sexbehav_sti,1,yes,1,,,sexbehav
TGO1998DHS,ir,sexbehav_sti,8,dk,,,,sexbehav
TGO2017MICS,mn,sexbehav_relationship,1,Femme,1,,,sexbehav
TGO2017MICS,mn,sexbehav_relationship,2,Partenaire Cohabitante,2,,,sexbehav
TGO2017MICS,mn,sexbehav_relationship,3,Petite amie,3,,,sexbehav
TGO2017MICS,mn,sexbehav_relationship,4,Rencontre occasionnelle,4,,,sexbehav
TGO2017MICS,mn,sexbehav_relationship,5,Cliente/travailleuse du sexe,5,,,sexbehav
TGO2017MICS,mn,sexbehav_relationship,6,Autre,,,,sexbehav
TGO2017MICS,mn,sexbehav_relationship,7,Incoherent,,,,sexbehav
TGO2017MICS,mn,sexbehav_relationship,9,Non reponse,,,,sexbehav
TGO2017MICS,mn,sexbehav_condom,1,Oui,1,,,sexbehav
TGO2017MICS,mn,sexbehav_condom,2,Non,0,,,sexbehav
TGO2017MICS,mn,sexbehav_condom,7,Incoherent,,,,sexbehav
TGO2017MICS,mn,sexbehav_condom,9,Non reponse,,,,sexbehav
TZA1996DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
TZA1996DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
TZA1996DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
TZA1996DHS,ir,sexbehav_paidsex,1,yes,1,,,sexbehav
TZA1996DHS,ir,sexbehav_paidsex,0,no,0,,,sexbehav
TZA1999DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
TZA1999DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
TZA1999DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
TZA2003AIS,ir,circ_status,0,no,0,,,circ
TZA2003AIS,ir,circ_status,1,yes,1,,,circ
TZA2003AIS,ir,circ_status,8,don't know,,,,circ
TZA2003AIS,ir,circ_status,9,missing,,,,circ
TZA2004DHS,mr,circ_status,0,no,0,,,circ
TZA2004DHS,mr,circ_status,1,yes,1,,,circ
TZA2004DHS,mr,circ_status,9,missing,,,,circ
TZA2004DHS,mr,circ_status,8,dk,,,,circ
TZA2004DHS,ir,circ_status,0,no,0,,,circ
TZA2004DHS,ir,circ_status,1,yes,1,,,circ
TZA2004DHS,ir,circ_status,9,missing,,,,circ
TZA2004DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
TZA2004DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
TZA2004DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
TZA2004DHS,ir,sexbehav_marital,9,missing,,,,sexbehav
TZA2004DHS,ir,sexbehav_paidsex,1,yes,1,,,sexbehav
TZA2004DHS,ir,sexbehav_paidsex,0,no,0,,,sexbehav
TZA2004DHS,ir,sexbehav_paidsex,3,refused to answer,,,,sexbehav
TZA2004DHS,ir,sexbehav_paidsex,9,missing,,,,sexbehav
TZA2007AIS,ir,circ_status,0,no,0,,,circ
TZA2007AIS,ir,circ_status,1,yes,1,,,circ
TZA2007AIS,ir,circ_status,8,don't know,,,,circ
TZA2007AIS,ir,circ_status,9,missing,,,,circ
TZA2010DHS,mr,circ_age,95,95 and more,,,,circ
TZA2010DHS,mr,circ_age,96,during childhood (<5),,,,circ
TZA2010DHS,mr,circ_age,98,dk,,,,circ
TZA2010DHS,mr,circ_age,99,missing,,,,circ
TZA2010DHS,mr,circ_who,1,traditional practioner/family/friends,traditional,,,circ
TZA2010DHS,mr,circ_who,2,health worker/professional,medical,,,circ
TZA2010DHS,mr,circ_who,3,other,traditional,,,circ
TZA2010DHS,mr,circ_who,8,don't know,,,,circ
TZA2010DHS,mr,circ_who,9,missing,,,,circ
TZA2010DHS,mr,circ_where,1,health facility,medical,,,circ
TZA2010DHS,mr,circ_where,2,home of a health worker/ professional,traditional,,,circ
TZA2010DHS,mr,circ_where,3,circumcision done at home,traditional,,,circ
TZA2010DHS,mr,circ_where,4,other home/place,traditional,,,circ
TZA2010DHS,mr,circ_where,8,don't know,,,,circ
TZA2010DHS,mr,circ_where,9,missing,,,,circ
TZA2010DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
TZA2010DHS,ir,sexbehav_marital,1,currently married / living together,1,,,sexbehav
TZA2010DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
TZA2010DHS,ir,sexbehav_marital,9,missing,,,,sexbehav
TZA2012AIS,ir,circ_status,0,no,0,,,circ
TZA2012AIS,ir,circ_status,1,yes,1,,,circ
TZA2012AIS,ir,circ_status,8,don't know,,,,circ
TZA2012AIS,ir,circ_status,9,missing,,,,circ
TZA2012AIS,ir,circ_age,95,during childhood (<5 years),,,,circ
TZA2012AIS,ir,circ_age,98,don't know,,,,circ
TZA2012AIS,ir,circ_age,99,missing,,,,circ
TZA2012AIS,ir,circ_who,1,traditional practitioner / family friend,traditional,,,circ
TZA2012AIS,ir,circ_who,2,health worker / professional,medical,,,circ
TZA2012AIS,ir,circ_who,96,other,other,,,circ
TZA2012AIS,ir,circ_who,98,don't know,,,,circ
TZA2012AIS,ir,circ_who,99,missing,,,,circ
TZA2012AIS,ir,circ_who,11,"traditional practitioner \circumciser\""""",traditional,,,circ
TZA2012AIS,ir,circ_who,12,family/ friends,traditional,,,circ
TZA2012AIS,ir,circ_who,16,other traditional,traditional,,,circ
TZA2012AIS,ir,circ_who,21,doctor,medical,,,circ
TZA2012AIS,ir,circ_who,22,nurse,medical,,,circ
TZA2012AIS,ir,circ_who,26,other health professional,medical,,,circ
TZA2012AIS,ir,circ_where,1,health facility,medical,,,circ
TZA2012AIS,ir,circ_where,2,home of a health worker / professional,traditional,check how this should be coded,,circ
TZA2012AIS,ir,circ_where,3,circumcision done at home,traditional,,,circ
TZA2012AIS,ir,circ_where,4,ritual site,traditional,,,circ
TZA2012AIS,ir,circ_where,96,other home / place,traditional,,,circ
TZA2012AIS,ir,circ_where,98,don't know,,,,circ
TZA2012AIS,ir,circ_where,99,missing,,,,circ
UGA1995DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
UGA1995DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
UGA1995DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
UGA1995DHS,ir,sexbehav_sti,0,no,0,,,sexbehav
UGA1995DHS,ir,sexbehav_sti,1,yes,1,,,sexbehav
UGA1995DHS,ir,sexbehav_sti,8,dk,,,,sexbehav
UGA1995DHS,ir,sexbehav_condom,0,no,0,,,sexbehav
UGA1995DHS,ir,sexbehav_condom,1,yes,1,,,sexbehav
UGA2006DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
UGA2006DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
UGA2006DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
UGA2011AIS,ir,circ_status,0,no,0,,,circ
UGA2011AIS,ir,circ_status,1,yes,1,,,circ
UGA2011AIS,ir,circ_age,0,less than one year,0,,,circ
UGA2011AIS,ir,circ_age,98,don't know,,,,circ
UGA2011AIS,ir,circ_where,1,health care faciity,medical,,,circ
UGA2011AIS,ir,circ_where,2,at home,traditional,,,circ
UGA2011AIS,ir,circ_where,3,"mosque, religious provider",traditional,,,circ
UGA2011AIS,ir,circ_where,6,elsewhere,traditional,,,circ
UGA2011AIS,ir,circ_where,8,don't know,,,,circ
UGA2016DHS,ir,circ_status,0,no,0,,,circ
UGA2016DHS,ir,circ_status,1,yes,1,,,circ
ZMB2007DHS,mr,circ_age,95,circumcised as infant,,,,circ
ZMB2007DHS,mr,circ_age,98,don't know,,,,circ
ZMB2007DHS,mr,circ_age,99,missing,,,,circ
ZMB2007DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
ZMB2007DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
ZMB2007DHS,ir,sexbehav_marital,2,formerly married,2,,,sexbehav
ZMB2007DHS,ir,sexbehav_marital,9,missing,,,,sexbehav
ZMB2013DHS,mr,circ_where,1,health facility,medical,,,circ
ZMB2013DHS,mr,circ_where,2,home of a health worker / professional,traditional,,,circ
ZMB2013DHS,mr,circ_where,3,circumcision done at home,traditional,,,circ
ZMB2013DHS,mr,circ_where,4,ritual site,traditional,,,circ
ZMB2013DHS,mr,circ_where,5,other home / place,traditional,,,circ
ZMB2013DHS,mr,circ_where,6,other,traditional,,,circ
ZMB2013DHS,mr,circ_where,8,don't know,,,,circ
ZMB2013DHS,mr,circ_where,9,missing,,,,circ
ZWE1999DHS,ir,sexbehav_marital,0,never in union,0,,,sexbehav
ZWE1999DHS,ir,sexbehav_marital,1,currently in union/living with a man,1,,,sexbehav
ZWE1999DHS,ir,sexbehav_marital,2,formerly in union/living with a man,2,,,sexbehav
ZWE1999DHS,ir,sexbehav_marital,9,missing,,,,sexbehav
ZWE2005DHS,ir,sexbehav_marital,0,never married,0,,,sexbehav
ZWE2005DHS,ir,sexbehav_marital,1,currently married,1,,,sexbehav
